title,manufacturer,year,price,location,hours,wear_score,value_score,source
2021 American Model 975,American,2021,372377,"Des Moines, IA",3084,27.568,14.793280000000003,Live Scraper
2020 Crawler Model 631,Crawler,2020,239607,"Memphis, TN",2209,27.418,14.623280000000001,Live Scraper
2020 Kobelco CK850G,Kobelco,2020,715566,"Toronto, ON",2209,27.418,14.623280000000001,Live Scraper
2017 Terex RT670,Terex,2017,360547,"Dallas, TX",5690,29.18,16.34976,Live Scraper
2020 Galion Model 556,Galion,2020,579542,"Minneapolis, MN",2260,27.52,14.619200000000001,Live Scraper
2020 Manitex Model 808,Manitex,2020,505459,"Phoenix, AZ",2297,27.594,14.61624,Live Scraper
2021 Shuttlelift Model 780,Shuttlelift,2021,557194,"Charleston, WV",3204,27.808,14.783680000000002,Live Scraper
2020 Demag Model 745,Demag,2020,385192,"Columbia, MO",2336,27.672,14.613120000000002,Live Scraper
2020 Shuttlelift Model 544,Shuttlelift,2020,386984,"Warren, MI",2374,27.748,14.61008,Live Scraper
2021 Crawler Model 735,Crawler,2021,537857,"Madison, WI",3264,27.928,14.778880000000001,Live Scraper
2021 Broderson Model 242,Broderson,2021,334865,"New Orleans, LA",3266,27.932000000000002,14.778720000000002,Live Scraper
2021 Kobelco CK850G,Kobelco,2021,421575,"North Charleston, SC",3286,27.972,14.777120000000004,Live Scraper
2020 National Model 396,National,2020,562181,"Toledo, OH",2419,27.838,14.60648,Live Scraper
2020 Kobelco CK1200G,Kobelco,2020,378897,"Detroit, MI",2426,27.852,14.605920000000001,Live Scraper
2020 All Terrain Model 809,All Terrain,2020,419759,"New York, NY",2428,27.856,14.605760000000002,Live Scraper
2021 Link-Belt 300X4,Link-Belt,2021,686072,"Kenosha, WI",3323,28.046,14.774160000000002,Live Scraper
2020 Galion Model 998,Galion,2020,578164,"Grand Island, NE",2441,27.881999999999998,14.60472,Live Scraper
2021 Crawler Model 823,Crawler,2021,327434,"Toledo, OH",3340,28.08,14.772800000000002,Live Scraper
2021 Demag Model 420,Demag,2021,680147,"Charleston, SC",3376,28.152,14.769920000000003,Live Scraper
2020 Shuttlelift Model 719,Shuttlelift,2020,285852,"Warren, MI",2517,28.034,14.598640000000001,Live Scraper
2021 Shuttlelift Model 951,Shuttlelift,2021,781081,"Philadelphia, PA",3406,28.212,14.767520000000003,Live Scraper
2021 Sany STC750,Sany,2021,361443,"Eugene, OR",3476,28.352,14.761920000000002,Live Scraper
2021 Broderson Model 157,Broderson,2021,468315,"Memphis, TN",3479,28.358,14.761680000000002,Live Scraper
2019 All Terrain Model 875,All Terrain,2019,403624,"Ottawa, ON",1714,28.028000000000002,14.422880000000005,Live Scraper
2020 Link-Belt 218HSL,Link-Belt,2020,447376,"Owensboro, KY",2611,28.222,14.591120000000002,Live Scraper
2021 National Model 371,National,2021,855288,"Charlotte, NC",3526,28.451999999999998,14.757920000000002,Live Scraper
2021 Crawler Model 624,Crawler,2021,394177,"Spokane, WA",3529,28.458,14.757680000000002,Live Scraper
2021 Crawler Model 256,Crawler,2021,389218,"Portland, OR",3529,28.458,14.757680000000002,Live Scraper
2020 Demag Model 122,Demag,2020,252892,"Hattiesburg, MS",2653,28.306,14.587760000000001,Live Scraper
2020 Galion Model 194,Galion,2020,351314,"Sterling Heights, MI",2655,28.31,14.587600000000002,Live Scraper
2020 Demag Model 926,Demag,2020,345970,"Mesa, AZ",2677,28.354,14.585840000000003,Live Scraper
2021 Zoomlion ZCC3200NP,Zoomlion,2021,643965,"Scottsdale, AZ",3568,28.536,14.754560000000001,Live Scraper
2021 Sany STC750,Sany,2021,695117,"San Diego, CA",3602,28.604,14.751840000000001,Live Scraper
2021 American Model 674,American,2021,616635,"Boston, MA",3618,28.636,14.750560000000002,Live Scraper
2020 American Model 916,American,2020,491668,"Detroit, MI",2746,28.492,14.58032,Live Scraper
2020 Kato Model 818,Kato,2020,779186,"Tucson, AZ",2748,28.496000000000002,14.580160000000001,Live Scraper
2021 Galion Model 129,Galion,2021,542483,"Reno, NV",3638,28.676000000000002,14.74896,Live Scraper
2021 Tadano ATF130G,Tadano,2021,472545,"Columbus, GA",3659,28.718,14.747280000000002,Live Scraper
2020 Shuttlelift Model 386,Shuttlelift,2020,740300,"Charleston, WV",2794,28.588,14.576480000000002,Live Scraper
2019 National Model 560,National,2019,267696,"Savannah, GA",1916,28.432000000000002,14.406720000000002,Live Scraper
2020 All Terrain Model 504,All Terrain,2020,775672,"Peoria, IL",2817,28.634,14.57464,Live Scraper
2019 Demag Model 937,Demag,2019,292944,"San Diego, CA",1940,28.48,14.404800000000002,Live Scraper
2021 Zoomlion ZTC800V,Zoomlion,2021,516022,"Allentown, PA",3716,28.832,14.742720000000004,Live Scraper
2020 Demag Model 753,Demag,2020,244213,"Rochester, NY",2838,28.676000000000002,14.572960000000002,Live Scraper
2020 Franna Model 321,Franna,2020,503993,"Bend, OR",2839,28.678,14.572880000000001,Live Scraper
2017 Manitowoc 21000,Manitowoc,2017,397314,"Huntington, WV",6329,30.458,16.288416,Live Scraper
2019 Tadano GR1000XL,Tadano,2019,487503,"San Francisco, CA",2001,28.602,14.399920000000003,Live Scraper
2019 Tadano GR1000XL,Tadano,2019,329126,"Omaha, NE",2016,28.632,14.398720000000004,Live Scraper
2020 Manitex Model 831,Manitex,2020,226407,"Springfield, MA",2943,28.886,14.56456,Live Scraper
2019 Sany STC1000,Sany,2019,468989,"Memphis, TN",2060,28.720000000000002,14.3952,Live Scraper
2021 Kato Model 636,Kato,2021,694095,"Springfield, MA",3907,29.214,14.727440000000001,Live Scraper
2020 Kobelco CK1200G,Kobelco,2020,532725,"Allentown, PA",3052,29.104,14.555840000000002,Live Scraper
2020 Zoomlion ZTC800V,Zoomlion,2020,347502,"Greensboro, NC",3056,29.112000000000002,14.555520000000001,Live Scraper
2021 Kato Model 580,Kato,2021,571886,"Fort Collins, CO",4000,29.4,14.720000000000002,Live Scraper
2020 Sany STC500,Sany,2020,345642,"Fort Smith, AR",3162,29.323999999999998,14.547039999999999,Live Scraper
2020 Crawler Model 279,Crawler,2020,775059,"Pittsburgh, PA",3163,29.326,14.546960000000002,Live Scraper
2019 Galion Model 745,Galion,2019,301816,"Milwaukee, WI",2321,29.242,14.37432,Live Scraper
2020 National Model 225,National,2020,403830,"Shreveport, LA",3233,29.466,14.541360000000001,Live Scraper
2020 Link-Belt RTC8090,Link-Belt,2020,313517,"Atlanta, GA",3290,29.58,14.5368,Live Scraper
2020 Galion Model 710,Galion,2020,540273,"Mobile, AL",3316,29.631999999999998,14.53472,Live Scraper
2019 American Model 745,American,2019,338028,"Ottawa, ON",2446,29.492,14.364320000000005,Live Scraper
2020 Rough Terrain Model 502,Rough Terrain,2020,735586,"New York, NY",3335,29.67,14.5332,Live Scraper
2020 Kato Model 487,Kato,2020,250180,"Fort Collins, CO",3340,29.68,14.532800000000002,Live Scraper
2020 Link-Belt 300X4,Link-Belt,2020,747252,"Baton Rouge, LA",3353,29.706,14.531760000000004,Live Scraper
2020 Kobelco CK1000G,Kobelco,2020,630624,"Buffalo, NY",3356,29.712,14.53152,Live Scraper
2020 Broderson Model 552,Broderson,2020,464123,"Tampa, FL",3410,29.82,14.5272,Live Scraper
2020 Sany SCC4000,Sany,2020,356656,"Birmingham, AL",3424,29.848,14.526080000000002,Live Scraper
2019 XCMG QY25K5,XCMG,2019,355324,"Madison, WI",2565,29.73,14.354800000000001,Live Scraper
2020 Tadano GR550XL,Tadano,2020,867031,"Kenosha, WI",3529,30.058,14.517680000000002,Live Scraper
2019 XCMG QY25K5,XCMG,2019,187847,"Saint Louis, MO",2645,29.89,14.348400000000005,Live Scraper
2020 National Model 788,National,2020,613057,"Saint Louis, MO",3538,30.076,14.516960000000001,Live Scraper
2019 Crawler Model 206,Crawler,2019,302827,"Chesapeake, VA",2654,29.908,14.347680000000004,Live Scraper
2020 Manitex Model 411,Manitex,2020,578595,"Indianapolis, IN",3552,30.104,14.51584,Live Scraper
2020 Link-Belt 300X4,Link-Belt,2020,367511,"Eugene, OR",3587,30.174,14.513040000000002,Live Scraper
2019 Link-Belt TCC1400,Link-Belt,2019,370419,"Milwaukee, WI",2729,30.058,14.341680000000004,Live Scraper
2019 Broderson Model 511,Broderson,2019,409445,"Sioux City, IA",2733,30.066000000000003,14.341360000000003,Live Scraper
2019 Tadano GR750XL,Tadano,2019,747257,"Ottawa, ON",2783,30.166,14.337360000000002,Live Scraper
2019 All Terrain Model 213,All Terrain,2019,365735,"Fort Wayne, IN",2822,30.244,14.334240000000001,Live Scraper
2020 Shuttlelift Model 651,Shuttlelift,2020,331421,"Greenville, SC",3755,30.509999999999998,14.499600000000001,Live Scraper
2019 Zoomlion ZCC1800H,Zoomlion,2019,423938,"San Antonio, TX",2872,30.344,14.330240000000003,Live Scraper
2019 Shuttlelift Model 417,Shuttlelift,2019,559369,"Carson City, NV",2916,30.432000000000002,14.326720000000002,Live Scraper
2020 Zoomlion ZTC750V,Zoomlion,2020,414218,"Grand Rapids, MI",3820,30.64,14.494400000000002,Live Scraper
2019 National Model 605,National,2019,204019,"Knoxville, TN",2950,30.5,14.324000000000002,Live Scraper
2016 Liebherr LR 1300,Liebherr,2016,345352,"Syracuse, NY",6397,32.194,15.993887999999998,Live Scraper
2019 Zoomlion ZTC800V,Zoomlion,2019,230203,"Owensboro, KY",2974,30.548000000000002,14.32208,Live Scraper
2018 XCMG QY70K,XCMG,2018,226868,"Houston, TX",2134,30.468,14.14928,Live Scraper
2019 National Model 728,National,2019,190638,"Richmond, VA",3025,30.650000000000002,14.318000000000001,Live Scraper
2019 Manitex Model 304,Manitex,2019,258277,"Charleston, WV",3032,30.664,14.317440000000003,Live Scraper
2017 Grove GMK4100L,Grove,2017,306315,"Knoxville, TN",7373,32.546,16.188192,Live Scraper
2019 Crawler Model 834,Crawler,2019,472890,"Jacksonville, FL",3078,30.756,14.313760000000002,Live Scraper
2019 Manitex Model 222,Manitex,2019,400014,"Peoria, IL",3095,30.790000000000003,14.312400000000004,Live Scraper
2019 Galion Model 344,Galion,2019,235069,"Tulsa, OK",3098,30.796,14.31216,Live Scraper
2020 American Model 430,American,2020,772712,"Morgantown, WV",3983,30.966,14.481360000000002,Live Scraper
2020 Broderson Model 429,Broderson,2020,713017,"Detroit, MI",4056,31.112000000000002,14.475520000000001,Live Scraper
2020 Sany STC1000,Sany,2020,467528,"Rochester, MN",4084,31.168,14.47328,Live Scraper
2019 Manitex Model 530,Manitex,2019,380071,"Springdale, AR",3213,31.026000000000003,14.302960000000002,Live Scraper
2020 All Terrain Model 602,All Terrain,2020,240888,"Chesapeake, VA",4119,31.238,14.470480000000002,Live Scraper
2020 Tadano GR750XL,Tadano,2020,553969,"Montgomery, AL",4140,31.28,14.4688,Live Scraper
2020 Manitex Model 519,Manitex,2020,380447,"Nashville, TN",4141,31.282,14.468720000000003,Live Scraper
2020 Broderson Model 903,Broderson,2020,482589,"Edmonton, AB",4171,31.342,14.466320000000003,Live Scraper
2020 Manitex Model 700,Manitex,2020,597987,"Bowling Green, KY",4174,31.348,14.46608,Live Scraper
2019 Zoomlion ZTC800V,Zoomlion,2019,200649,"Mesa, AZ",3297,31.194000000000003,14.296240000000001,Live Scraper
2018 All Terrain Model 695,All Terrain,2018,515866,"Cambridge, MA",2457,31.114,14.12344,Live Scraper
2020 Sany SCC8500,Sany,2020,621879,"Seattle, WA",4227,31.454,14.461840000000002,Live Scraper
2018 National Model 757,National,2018,370711,"Norman, OK",2486,31.172,14.121120000000003,Live Scraper
2020 Rough Terrain Model 826,Rough Terrain,2020,278918,"Edmonton, AB",4266,31.532,14.45872,Live Scraper
2020 Zoomlion ZTC550V,Zoomlion,2020,256277,"Green Bay, WI",4268,31.536,14.45856,Live Scraper
2018 American Model 384,American,2018,471154,"Bend, OR",2528,31.256,14.117759999999999,Live Scraper
2019 Broderson Model 140,Broderson,2019,471764,"Calgary, AB",3488,31.576,14.280960000000002,Live Scraper
2020 Tadano ATF130G,Tadano,2020,408701,"Shreveport, LA",4397,31.794,14.448239999999998,Live Scraper
2019 Franna Model 430,Franna,2019,540181,"Des Moines, IA",3554,31.708000000000002,14.275680000000001,Live Scraper
2019 Crawler Model 576,Crawler,2019,457124,"Eugene, OR",3568,31.736,14.274560000000003,Live Scraper
2020 Tadano ATF130G,Tadano,2020,689162,"Bend, OR",4463,31.926000000000002,14.44296,Live Scraper
2020 Tadano GR550XL,Tadano,2020,386579,"Minneapolis, MN",4493,31.986,14.44056,Live Scraper
2018 Galion Model 846,Galion,2018,268152,"Los Angeles, CA",2773,31.746000000000002,14.098160000000002,Live Scraper
2020 Crawler Model 411,Crawler,2020,299089,"Chicago, IL",4547,32.094,14.436240000000002,Live Scraper
2019 Sany STC1000,Sany,2019,179576,"Montreal, QC",3670,31.94,14.266400000000003,Live Scraper
2020 Galion Model 698,Galion,2020,280507,"Las Vegas, NV",4558,32.116,14.435360000000003,Live Scraper
2019 Sany STC500,Sany,2019,274369,"Milwaukee, WI",3703,32.006,14.263760000000003,Live Scraper
2020 XCMG QY50K,XCMG,2020,191396,"Cambridge, MA",4588,32.176,14.432960000000003,Live Scraper
2020 American Model 168,American,2020,782960,"Fort Wayne, IN",4740,32.480000000000004,14.420800000000003,Live Scraper
2020 Rough Terrain Model 156,Rough Terrain,2020,468312,"Charleston, WV",4807,32.614000000000004,14.415440000000002,Live Scraper
2020 Shuttlelift Model 892,Shuttlelift,2020,368098,"Kenosha, WI",4807,32.614000000000004,14.415440000000002,Live Scraper
2020 National Model 335,National,2020,238024,"Detroit, MI",4815,32.63,14.414800000000003,Live Scraper
2020 Shuttlelift Model 763,Shuttlelift,2020,529557,"Chesapeake, VA",4816,32.632,14.41472,Live Scraper
2020 Crawler Model 427,Crawler,2020,511850,"Tulsa, OK",4838,32.676,14.412960000000002,Live Scraper
2020 Link-Belt 300X4,Link-Belt,2020,343588,"Springfield, IL",4885,32.769999999999996,14.409199999999998,Live Scraper
2019 Zoomlion ZCC3200NP,Zoomlion,2019,362779,"New York, NY",4012,32.624,14.239040000000001,Live Scraper
2019 Manitex Model 659,Manitex,2019,361783,"Houston, TX",4055,32.71,14.2356,Live Scraper
2018 Broderson Model 897,Broderson,2018,157841,"Quebec City, QC",3185,32.57,14.065199999999999,Live Scraper
2019 Rough Terrain Model 883,Rough Terrain,2019,591175,"Austin, TX",4079,32.758,14.233680000000001,Live Scraper
2018 Kobelco RK160,Kobelco,2018,346943,"Columbia, MO",3214,32.628,14.062880000000002,Live Scraper
2019 Galion Model 475,Galion,2019,480951,"Madison, WI",4145,32.89,14.228400000000002,Live Scraper
2018 American Model 239,American,2018,400358,"Cedar Rapids, IA",3340,32.88,14.052800000000003,Live Scraper
2020 Tadano ATF220G,Tadano,2020,768419,"Nashville, TN",5154,33.308,14.387680000000001,Live Scraper
2019 Rough Terrain Model 892,Rough Terrain,2019,497069,"Sioux City, IA",4323,33.246,14.214160000000001,Live Scraper
2018 National Model 358,National,2018,399190,"Sterling Heights, MI",3485,33.17,14.041200000000002,Live Scraper
2019 Shuttlelift Model 961,Shuttlelift,2019,343456,"Knoxville, TN",4374,33.348,14.210080000000003,Live Scraper
2019 All Terrain Model 387,All Terrain,2019,579830,"Colorado Springs, CO",4381,33.362,14.209520000000001,Live Scraper
2018 Demag Model 672,Demag,2018,476015,"Fayetteville, AR",3539,33.278000000000006,14.036880000000004,Live Scraper
2019 Sany STC750,Sany,2019,425513,"Little Rock, AR",4485,33.57,14.2012,Live Scraper
2017 Crawler Model 234,Crawler,2017,215356,"Columbus, GA",2743,33.286,13.860560000000001,Live Scraper
2017 Sany SCC8500,Sany,2017,300586,"Owensboro, KY",2757,33.314,13.859440000000001,Live Scraper
2019 Sany STC1000,Sany,2019,197568,"Lincoln, NE",4601,33.802,14.191920000000003,Live Scraper
2019 Sany STC500,Sany,2019,359623,"Calgary, AB",4618,33.836,14.190560000000003,Live Scraper
2018 All Terrain Model 843,All Terrain,2018,483926,"Columbia, MO",3734,33.668,14.021280000000003,Live Scraper
2019 Manitex Model 322,Manitex,2019,251052,"Vancouver, WA",4685,33.97,14.185200000000002,Live Scraper
2019 Kato Model 181,Kato,2019,651565,"Oklahoma City, OK",4696,33.992000000000004,14.184320000000003,Live Scraper
2019 Kobelco CK1000G,Kobelco,2019,745585,"Gulfport, MS",4720,34.04,14.182400000000001,Live Scraper
2019 Zoomlion ZCC3200NP,Zoomlion,2019,190799,"Aurora, CO",4750,34.1,14.180000000000001,Live Scraper
2019 National Model 629,National,2019,570761,"Lexington, KY",4762,34.124,14.17904,Live Scraper
2016 Grove GMK4100L,Grove,2016,205098,"Carson City, NV",8212,35.824,15.819647999999999,Live Scraper
2019 Grove TMS500E-2,Grove,2019,220000.0,Texas,0,34.6,14.592000000000002,Combined Listings With Depreciation
2019 Demag Model 406,Demag,2019,434603,"Vancouver, WA",4851,34.302,14.17192,Live Scraper
2019 Sany STC1000,Sany,2019,351265,"Colorado Springs, CO",4977,34.554,14.161840000000002,Live Scraper
2019 National Model 290,National,2019,307977,"Huntington, WV",5093,34.786,14.152560000000001,Live Scraper
2018 All Terrain Model 227,All Terrain,2018,477385,"Buffalo, NY",4255,34.71,13.9796,Live Scraper
2016 Manitowoc 21000,Manitowoc,2016,434325,"Rockford, IL",8592,36.584,15.783168000000003,Live Scraper
2019 XCMG QY25K5,XCMG,2019,263552,"Tampa, FL",5183,34.966,14.145360000000004,Live Scraper
2019 National Model 452,National,2019,405442,"Toledo, OH",5206,35.012,14.143520000000002,Live Scraper
2016 Grove RT890E,Grove,2016,393810,"Huntsville, AL",8668,36.736,15.775872,Live Scraper
2019 Franna Model 941,Franna,2019,631170,"Lafayette, LA",5263,35.126000000000005,14.13896,Live Scraper
2019 Manitex Model 652,Manitex,2019,308635,"Lafayette, LA",5270,35.14,14.138400000000003,Live Scraper
2018 Demag Model 858,Demag,2018,232094,"Jacksonville, FL",4456,35.112,13.96352,Live Scraper
2019 Franna Model 357,Franna,2019,471461,"Cincinnati, OH",5354,35.308,14.131680000000001,Live Scraper
2019 Shuttlelift Model 799,Shuttlelift,2019,303028,"Grand Island, NE",5366,35.332,14.130720000000004,Live Scraper
2018 Rough Terrain Model 121,Rough Terrain,2018,218621,"Greensboro, NC",4508,35.216,13.959360000000002,Live Scraper
2019 Manitex Model 377,Manitex,2019,384180,"San Francisco, CA",5438,35.476,14.124960000000002,Live Scraper
2019 American Model 634,American,2019,639270,"Reno, NV",5494,35.588,14.12048,Live Scraper
2018 Franna Model 445,Franna,2018,483622,"Quebec City, QC",4648,35.496,13.948160000000001,Live Scraper
2019 All Terrain Model 412,All Terrain,2019,291153,"Springdale, AR",5560,35.72,14.115200000000002,Live Scraper
2019 American Model 185,American,2019,285566,"Savannah, GA",5561,35.722,14.115120000000003,Live Scraper
2018 Demag Model 405,Demag,2018,551917,"Chicago, IL",4692,35.584,13.94464,Live Scraper
2019 Zoomlion ZTC550V,Zoomlion,2019,411275,"Cambridge, MA",5580,35.760000000000005,14.113600000000003,Live Scraper
2016 Link-Belt RTC8090,Link-Belt,2016,177696,"Chattanooga, TN",2974,35.348,13.60208,Live Scraper
2018 National Model 793,National,2018,406558,"Morgantown, WV",4747,35.694,13.940240000000001,Live Scraper
2018 Link-Belt 218HSL,Link-Belt,2018,509865,"Austin, TX",4780,35.760000000000005,13.937600000000002,Live Scraper
2018 Galion Model 786,Galion,2018,542279,"Chicago, IL",4788,35.776,13.93696,Live Scraper
2018 XCMG QY25K5,XCMG,2018,146837,"Norfolk, VA",4791,35.782000000000004,13.936720000000003,Live Scraper
2018 Sany STC750,Sany,2018,156994,"Charleston, SC",4829,35.858000000000004,13.933680000000003,Live Scraper
2018 Broderson Model 801,Broderson,2018,310582,"Lafayette, LA",4859,35.918,13.931280000000001,Live Scraper
2016 American Model 695,American,2016,215533,"Raleigh, NC",3148,35.696,13.588160000000002,Live Scraper
2016 Franna Model 594,Franna,2016,213663,"Huntington, WV",3192,35.784,13.584640000000002,Live Scraper
2019 Broderson Model 748,Broderson,2019,394317,"San Antonio, TX",5877,36.354,14.089840000000002,Live Scraper
2019 American Model 775,American,2019,335474,"Charlotte, NC",5888,36.376000000000005,14.08896,Live Scraper
2019 Broderson Model 889,Broderson,2019,606158,"Saint Paul, MN",5896,36.392,14.088320000000003,Live Scraper
2019 Zoomlion ZTC750V,Zoomlion,2019,199665,"Ottawa, ON",5948,36.496,14.08416,Live Scraper
2019 Kobelco RK250,Kobelco,2019,474364,"Colorado Springs, CO",5979,36.558,14.08168,Live Scraper
2017 All Terrain Model 204,All Terrain,2017,377566,"Oklahoma City, OK",4241,36.282,13.740720000000003,Live Scraper
2019 Galion Model 450,Galion,2019,450911,"Norfolk, VA",6138,36.876000000000005,14.068960000000002,Live Scraper
2018 Manitex Model 560,Manitex,2018,185766,"Greenville, SC",5400,37.0,13.888,Live Scraper
2015 Grove TMS9000E,Grove,2015,239355,"Morgantown, WV",8908,38.816,15.464832000000001,Live Scraper
2018 Kobelco CK850G,Kobelco,2018,428619,"Duluth, MN",5534,37.268,13.877280000000003,Live Scraper
2018 Manitex Model 833,Manitex,2018,422606,"Green Bay, WI",5540,37.28,13.876800000000001,Live Scraper
2018 Zoomlion ZTC800V,Zoomlion,2018,383372,"Rochester, MN",5596,37.392,13.872320000000002,Live Scraper
2017 Tadano GR750XL,Tadano,2017,317629,"San Antonio, TX",4718,37.236000000000004,13.70256,Live Scraper
2016 Kato Model 180,Kato,2016,144551,"Gulfport, MS",3942,37.284,13.52464,Live Scraper
2017 Liebherr LTM1450,Liebherr,2017,3049000.0,Texas,0,37.8,14.016,Combined Listings With Depreciation
2018 Zoomlion ZTC800V,Zoomlion,2018,344757,"Kenosha, WI",5822,37.844,13.854239999999999,Live Scraper
2016 Broderson Model 840,Broderson,2016,136595,"Indianapolis, IN",4150,37.7,13.508,Live Scraper
2018 Rough Terrain Model 197,Rough Terrain,2018,252755,"Jackson, MS",6097,38.394000000000005,13.832240000000002,Live Scraper
2018 XCMG QY25K5,XCMG,2018,359031,"Buffalo, NY",6098,38.396,13.83216,Live Scraper
2015 Rough Terrain Model 148,Rough Terrain,2015,301998,"Philadelphia, PA",3477,37.954,13.321840000000002,Live Scraper
2018 American Model 156,American,2018,464993,"Memphis, TN",6199,38.598,13.824080000000002,Live Scraper
2018 National Model 102,National,2018,193917,"Springdale, AR",6235,38.67,13.8212,Live Scraper
2018 Kobelco CK1200G,Kobelco,2018,286741,"Cedar Rapids, IA",6323,38.846000000000004,13.81416,Live Scraper
2016 Crawler Model 907,Crawler,2016,271984,"Dallas, TX",4565,38.53,13.4748,Live Scraper
2023 Sherp N1200 (Demo),Unknown,2023,160000.0,"Ashland, VA",0,38.2,13.12,Combined Listings With Depreciation
2018 Link-Belt 218HSL,Link-Belt,2018,483054,"Chattanooga, TN",6501,39.202,13.79992,Live Scraper
2018 Shuttlelift Model 485,Shuttlelift,2018,331676,"Owensboro, KY",6657,39.514,13.787440000000002,Live Scraper
2018 Tadano GR1000XL,Tadano,2018,287068,"Rockford, IL",6672,39.544,13.786240000000001,Live Scraper
2018 Zoomlion ZTC750V,Zoomlion,2018,151471,"Durham, NC",6686,39.572,13.785120000000001,Live Scraper
2017 Demag Model 945,Demag,2017,323829,"Raleigh, NC",5887,39.574,13.609040000000002,Live Scraper
2018 All Terrain Model 220,All Terrain,2018,255530,"Davenport, IA",6875,39.95,13.77,Live Scraper
2015 XCMG QY25K5,XCMG,2015,213805,"Henderson, NV",4278,39.556,13.257760000000003,Live Scraper
2015 Broderson Model 777,Broderson,2015,311433,"Greensboro, NC",4296,39.592,13.25632,Live Scraper
2016 All Terrain Model 964,All Terrain,2016,360988,"Lincoln, NE",5182,39.764,13.425440000000002,Live Scraper
2018 Zoomlion ZTC800V,Zoomlion,2018,202949,"Green Bay, WI",6954,40.108000000000004,13.76368,Live Scraper
2018 Galion Model 337,Galion,2018,367010,"Rochester, NY",7250,40.7,13.740000000000002,Live Scraper
2017 XCMG QY50K,XCMG,2017,233517,"Savannah, GA",6513,40.826,13.558959999999999,Live Scraper
2018 Kobelco CK850G,Kobelco,2018,332734,"Salem, OR",7408,41.016000000000005,13.72736,Live Scraper
2016 Kobelco CK1000G,Kobelco,2016,195432,"Peoria, IL",5723,40.846000000000004,13.382159999999999,Live Scraper
2017 National Model 912,National,2017,142519,"Miami, FL",6653,41.106,13.54776,Live Scraper
2015 Liebherr LTM1040-2.1,Liebherr,2015,350000.0,TBD,0,41.0,13.440000000000001,Combined Listings With Depreciation
2016 National Model 337,National,2016,122267,"Calgary, AB",5788,40.976,13.376960000000004,Live Scraper
2016 Sany STC1000,Sany,2016,193837,"Evansville, IN",6253,41.906,13.339760000000002,Live Scraper
2017 National Model 969,National,2017,145644,"Minneapolis, MN",7204,42.208,13.503680000000001,Live Scraper
2016 Link-Belt 248HSL,Link-Belt,2016,367446,"Rochester, MN",6433,42.266,13.325360000000002,Live Scraper
2016 National Model 666,National,2016,189000,"Allentown, PA",6522,42.444,13.318240000000001,Live Scraper
2015 Zoomlion ZTC550V,Zoomlion,2015,236162,"Greenville, SC",5688,42.376,13.144960000000001,Live Scraper
2014 Liebherr LTM1100-5.2,Liebherr,2014,675000.0,Texas,0,42.6,13.152,Combined Listings With Depreciation
2017 Broderson Model 574,Broderson,2017,451029,"Spokane, WA",7805,43.41,13.455600000000002,Live Scraper
2017 Link-Belt RTC8090,Link-Belt,2017,427980,"Tacoma, WA",8027,43.854,13.437840000000001,Live Scraper
2017 Kato Model 572,Kato,2017,154198,"Erie, PA",8058,43.916,13.435360000000001,Live Scraper
2016 Kato Model 744,Kato,2016,254663,"Green Bay, WI",7190,43.78,13.264800000000003,Live Scraper
Manitou ATJ46+,Unknown,2020,75000.0,Carney,0,43.0,12.4,Combined Listings With Depreciation
2017 Tadano GR1000XL,Tadano,2017,399385,"Huntsville, AL",8486,44.772000000000006,13.40112,Live Scraper
2017 Demag Model 421,Demag,2017,402221,"Los Angeles, CA",8610,45.019999999999996,13.391200000000001,Live Scraper
Manitowoc 18000 ,Manitowoc,2008,1900000.0,Pitt,6700.0,45.6,13.660800000000002,Combined Listings With Depreciation
2012 Liebherr LR1300/2,Liebherr,2012,1200000.0,Louisiana,0,45.8,12.576,Combined Listings With Depreciation
2012 Liebherr LTM1160-5.1,Liebherr,2012,1000000.0,Connecticut,0,45.8,12.576,Combined Listings With Depreciation
2016 All Terrain Model 527,All Terrain,2016,114557,"Norfolk, VA",8752,46.904,13.139840000000001,Live Scraper
2018 Manitex TC500,Manitex,2018,260000.0,Louisiana,0,46.2,11.920000000000002,Combined Listings With Depreciation
2015 Franna Model 990,Franna,2015,231080,"Colorado Springs, CO",8122,47.244,12.950240000000003,Live Scraper
2016 Zoomlion ZTC800V,Zoomlion,2016,112551,"Tucson, AZ",9401,48.202,13.087920000000004,Live Scraper
2016 Tadano GR550XL,Tadano,2016,197270,"Kenosha, WI",9547,48.494,13.076240000000002,Live Scraper
2006 Terex HC80,Terex,2006,235000.0,TBD,6585.5,48.571,13.095791999999998,Combined Listings With Depreciation
2016 Kato Model 904,Kato,2016,112471,"Bend, OR",9755,48.910000000000004,13.059600000000001,Live Scraper
2017 Kobelco CK1100G-2,Kobelco,2017,575000.0,Texas,0,47.8,11.680000000000001,Combined Listings With Depreciation
2015 Manitex Model 544,Manitex,2015,296240,"Ottawa, ON",9438,49.876000000000005,12.84496,Live Scraper
Manitowoc 18000 + MAX-ER,Manitowoc,2007,1900000.0,Carney,9100.0,52.0,13.142400000000002,Combined Listings With Depreciation
2015 National NBT40 (Unit 1),National,2015,200000.0,"Gardena, CA",0,51.0,11.200000000000001,Combined Listings With Depreciation
